station,date,tmpf
DEN,2018-12-03,26.1
DEN,2018-12-03,25
DEN,2018-12-03,23
DEN,2018-12-03,23
DEN,2018-12-03,23
DEN,2018-12-03,23
DEN,2018-12-03,23
DEN,2018-12-04,21
DEN,2018-12-04,21
DEN,2018-12-04,21.9
DEN,2018-12-04,19
DEN,2018-12-04,19
DEN,2018-12-04,19
DEN,2018-12-04,19
DEN,2018-12-04,19.9
DEN,2018-12-04,19.9
DEN,2018-12-04,19.9
DEN,2018-12-04,23
DEN,2018-12-04,28.9
DEN,2018-12-04,30.9
DEN,2018-12-04,32
DEN,2018-12-04,36
DEN,2018-12-04,37
DEN,2018-12-04,37.9
DEN,2018-12-04,37.9
DEN,2018-12-04,36
DEN,2018-12-04,34
DEN,2018-12-04,30
DEN,2018-12-04,28.9
DEN,2018-12-04,24.1
DEN,2018-12-04,19.9
DEN,2018-12-04,21
DEN,2018-12-04,25
DEN,2018-12-04,25
DEN,2018-12-05,26.1
DEN,2018-12-05,23
DEN,2018-12-05,21
DEN,2018-12-05,21.9
DEN,2018-12-05,18
DEN,2018-12-05,21
DEN,2018-12-05,21.9
DEN,2018-12-05,23
DEN,2018-12-05,32
DEN,2018-12-05,42.1
DEN,2018-12-05,43
DEN,2018-12-05,46.9
DEN,2018-12-05,48.9
DEN,2018-12-05,46
DEN,2018-12-05,41
DEN,2018-12-05,35.1
DEN,2018-12-05,32
DEN,2018-12-05,27
DEN,2018-12-05,23
DEN,2018-12-05,21
DEN,2018-12-05,21
DEN,2018-12-05,21
DEN,2018-12-05,21.9
DEN,2018-12-05,21
DEN,2018-12-06,19
DEN,2018-12-06,19
DEN,2018-12-06,19.9
DEN,2018-12-06,19.9
DEN,2018-12-06,19.9
DEN,2018-12-06,19
DEN,2018-12-06,19
DEN,2018-12-06,19
DEN,2018-12-06,18
DEN,2018-12-06,18
DEN,2018-12-06,19.9
DEN,2018-12-06,23
DEN,2018-12-06,26.1
DEN,2018-12-06,28
DEN,2018-12-06,30
DEN,2018-12-06,30
DEN,2018-12-06,28.9
DEN,2018-12-06,27
DEN,2018-12-06,25
DEN,2018-12-06,24.1
DEN,2018-12-06,21.9
DEN,2018-12-06,21.9
DEN,2018-12-06,21.9
DEN,2018-12-06,21
DEN,2018-12-06,19
DEN,2018-12-06,19
DEN,2018-12-07,19
DEN,2018-12-07,18
DEN,2018-12-07,19
DEN,2018-12-07,19
DEN,2018-12-07,21
DEN,2018-12-07,19.9
DEN,2018-12-07,19.9
DEN,2018-12-07,19.9
DEN,2018-12-07,28.9
DEN,2018-12-07,35.1
DEN,2018-12-07,37
DEN,2018-12-07,39
DEN,2018-12-07,41
DEN,2018-12-07,42.1
DEN,2018-12-07,42.1
DEN,2018-12-07,39
DEN,2018-12-07,30
DEN,2018-12-07,26.1
DEN,2018-12-07,26.1
DEN,2018-12-07,21.9
DEN,2018-12-07,21.9
DEN,2018-12-07,26.1
DEN,2018-12-07,23
DEN,2018-12-07,19.9
DEN,2018-12-08,23
DEN,2018-12-08,23
DEN,2018-12-08,21
DEN,2018-12-08,19.9
DEN,2018-12-08,19.9
DEN,2018-12-08,21
DEN,2018-12-08,21
DEN,2018-12-08,23
DEN,2018-12-08,32
DEN,2018-12-08,36
DEN,2018-12-08,42.1
DEN,2018-12-08,45
DEN,2018-12-08,48
DEN,2018-12-08,48
DEN,2018-12-08,46.9
DEN,2018-12-08,41
DEN,2018-12-08,34
DEN,2018-12-08,30.9
DEN,2018-12-08,28.9
DEN,2018-12-08,30
DEN,2018-12-08,28
DEN,2018-12-08,28
DEN,2018-12-08,27
DEN,2018-12-08,27
DEN,2018-12-09,28
DEN,2018-12-09,21.9
DEN,2018-12-09,21
DEN,2018-12-09,21.9
DEN,2018-12-09,26.1
DEN,2018-12-09,24.1
DEN,2018-12-09,21.9
DEN,2018-12-09,25
DEN,2018-12-09,28
DEN,2018-12-09,33.1
DEN,2018-12-09,37
DEN,2018-12-09,39.9
DEN,2018-12-09,42.1
DEN,2018-12-09,44.1
DEN,2018-12-09,44.1
DEN,2018-12-09,41
DEN,2018-12-09,39
DEN,2018-12-09,33.1
DEN,2018-12-09,36
DEN,2018-12-09,28.9
DEN,2018-12-09,19
DEN,2018-12-09,27
DEN,2018-12-09,28
DEN,2018-12-09,28.9
DEN,2018-12-10,27
DEN,2018-12-10,28
DEN,2018-12-10,27
DEN,2018-12-10,27
DEN,2018-12-10,28
DEN,2018-12-10,19
DEN,2018-12-10,28.9
DEN,2018-12-10,30.9
DEN,2018-12-10,37.9
DEN,2018-12-10,46
DEN,2018-12-10,53.1
DEN,2018-12-10,55.9
DEN,2018-12-10,59
DEN,2018-12-10,59
DEN,2018-12-10,55.9
DEN,2018-12-10,45
DEN,2018-12-10,42.1
DEN,2018-12-10,46.9
DEN,2018-12-10,44.1
DEN,2018-12-10,39
DEN,2018-12-10,37.9
DEN,2018-12-10,39.9
DEN,2018-12-10,43
DEN,2018-12-10,42.1
DEN,2018-12-11,39
DEN,2018-12-11,37.9
DEN,2018-12-11,39
DEN,2018-12-11,35.1
DEN,2018-12-11,32
DEN,2018-12-11,35.1
DEN,2018-12-11,30.9
DEN,2018-12-11,34
DEN,2018-12-11,51.1
DEN,2018-12-11,55
DEN,2018-12-11,57
DEN,2018-12-11,57.9
DEN,2018-12-11,57
DEN,2018-12-11,57
DEN,2018-12-11,55.9
DEN,2018-12-11,53.1
DEN,2018-12-11,48.9
DEN,2018-12-11,35.1
DEN,2018-12-11,30.9
DEN,2018-12-11,30
DEN,2018-12-11,30
DEN,2018-12-11,35.1
DEN,2018-12-11,30.9
DEN,2018-12-11,34
DEN,2018-12-12,34
DEN,2018-12-12,36
DEN,2018-12-12,36
DEN,2018-12-12,32
DEN,2018-12-12,35.1
DEN,2018-12-12,36
DEN,2018-12-12,39
DEN,2018-12-12,42.1
DEN,2018-12-12,43
DEN,2018-12-12,48
DEN,2018-12-12,51.1
DEN,2018-12-12,57
DEN,2018-12-12,55.9
DEN,2018-12-12,52
DEN,2018-12-12,50
DEN,2018-12-12,48.9
DEN,2018-12-12,48
DEN,2018-12-12,45
DEN,2018-12-12,42.1
DEN,2018-12-12,41
DEN,2018-12-12,39
DEN,2018-12-12,37
DEN,2018-12-12,33.1
DEN,2018-12-12,33.1
DEN,2018-12-12,32
DEN,2018-12-13,30
DEN,2018-12-13,26.1
DEN,2018-12-13,28
DEN,2018-12-13,28
DEN,2018-12-13,25
DEN,2018-12-13,26.1
DEN,2018-12-13,21.9
DEN,2018-12-13,25
DEN,2018-12-13,28.9
DEN,2018-12-13,33.1
DEN,2018-12-13,34
DEN,2018-12-13,37.9
DEN,2018-12-13,39
DEN,2018-12-13,39
DEN,2018-12-13,39
DEN,2018-12-13,37
DEN,2018-12-13,30
DEN,2018-12-13,24.1
DEN,2018-12-13,21.9
DEN,2018-12-13,23
DEN,2018-12-13,23
DEN,2018-12-13,21.9
DEN,2018-12-13,28
DEN,2018-12-13,25
DEN,2018-12-14,26.1
DEN,2018-12-14,26.1
DEN,2018-12-14,19
DEN,2018-12-14,21
DEN,2018-12-14,24.1
DEN,2018-12-14,24.1
DEN,2018-12-14,28
DEN,2018-12-14,33.1
DEN,2018-12-14,39.9
DEN,2018-12-14,45
DEN,2018-12-14,51.1
DEN,2018-12-14,51.1
DEN,2018-12-14,53.1
DEN,2018-12-14,54
DEN,2018-12-14,54
DEN,2018-12-14,53.1
DEN,2018-12-14,48.9
DEN,2018-12-14,36
DEN,2018-12-14,35.1
DEN,2018-12-14,30
DEN,2018-12-14,37.9
DEN,2018-12-14,36
DEN,2018-12-14,34
DEN,2018-12-14,32
DEN,2018-12-14,32
DEN,2018-12-15,32
DEN,2018-12-15,32
DEN,2018-12-15,34
DEN,2018-12-15,32
DEN,2018-12-15,30.9
DEN,2018-12-15,35.1
DEN,2018-12-15,39
DEN,2018-12-15,42.1
DEN,2018-12-15,44.1
DEN,2018-12-15,53.1
DEN,2018-12-15,54
DEN,2018-12-15,53.1
DEN,2018-12-15,55
DEN,2018-12-15,54
DEN,2018-12-15,53.1
DEN,2018-12-15,52
DEN,2018-12-15,39
DEN,2018-12-15,37.9
DEN,2018-12-15,37
DEN,2018-12-15,39
DEN,2018-12-15,37.9
DEN,2018-12-15,30.9
DEN,2018-12-15,34
DEN,2018-12-15,33.1
DEN,2018-12-16,30
DEN,2018-12-16,28.9
DEN,2018-12-16,30
DEN,2018-12-16,30
DEN,2018-12-16,33.1
DEN,2018-12-16,33.1
DEN,2018-12-16,28.9
DEN,2018-12-16,33.1
DEN,2018-12-16,41
DEN,2018-12-16,50
DEN,2018-12-16,55.9
DEN,2018-12-16,57.9
DEN,2018-12-16,57.9
DEN,2018-12-16,57.9
DEN,2018-12-16,57.9
DEN,2018-12-16,54
DEN,2018-12-16,45
DEN,2018-12-16,43
DEN,2018-12-16,39
DEN,2018-12-16,30.9
DEN,2018-12-16,34
DEN,2018-12-16,34
DEN,2018-12-16,28.9
DEN,2018-12-16,33.1
DEN,2018-12-17,32
DEN,2018-12-17,32
DEN,2018-12-17,30.9
DEN,2018-12-17,33.1
DEN,2018-12-17,30
DEN,2018-12-17,28.9
DEN,2018-12-17,28.9
DEN,2018-12-17,30.9
DEN,2018-12-17,41
DEN,2018-12-17,48
DEN,2018-12-17,53.1
DEN,2018-12-17,55.9
DEN,2018-12-17,59
DEN,2018-12-17,59
DEN,2018-12-17,55
DEN,2018-12-17,54
DEN,2018-12-17,50
DEN,2018-12-17,48.9
DEN,2018-12-17,46.9
DEN,2018-12-17,46
DEN,2018-12-17,39.9
DEN,2018-12-17,36
DEN,2018-12-17,42.1
DEN,2018-12-17,43
DEN,2018-12-18,39
DEN,2018-12-18,41
DEN,2018-12-18,39
DEN,2018-12-18,37.9
DEN,2018-12-18,35.1
DEN,2018-12-18,28.9
DEN,2018-12-18,28
DEN,2018-12-18,34
DEN,2018-12-18,45
DEN,2018-12-18,50
DEN,2018-12-18,53.1
DEN,2018-12-18,55.9
DEN,2018-12-18,55.9
DEN,2018-12-18,55.9
DEN,2018-12-18,55
DEN,2018-12-18,54
DEN,2018-12-18,46.9
DEN,2018-12-18,42.1
DEN,2018-12-18,39.9
DEN,2018-12-18,37
DEN,2018-12-18,37.9
DEN,2018-12-18,36
DEN,2018-12-18,35.1
DEN,2018-12-18,39
DEN,2018-12-19,37.9
DEN,2018-12-19,41
DEN,2018-12-19,44.1
DEN,2018-12-19,45
DEN,2018-12-19,43
DEN,2018-12-19,41
DEN,2018-12-19,42.1
DEN,2018-12-19,39.9
DEN,2018-12-19,46
DEN,2018-12-19,46.9
DEN,2018-12-19,46.9
DEN,2018-12-19,48
DEN,2018-12-19,48.9
DEN,2018-12-19,48
DEN,2018-12-19,46
DEN,2018-12-19,42.1
DEN,2018-12-19,39
DEN,2018-12-19,36
DEN,2018-12-19,33.1
DEN,2018-12-19,30.9
DEN,2018-12-19,30.9
DEN,2018-12-19,30.9
DEN,2018-12-19,30
DEN,2018-12-19,30
DEN,2018-12-20,30
DEN,2018-12-20,28
DEN,2018-12-20,28.9
DEN,2018-12-20,26.1
DEN,2018-12-20,27
DEN,2018-12-20,24.1
DEN,2018-12-20,21.9
DEN,2018-12-20,19.9
DEN,2018-12-20,21.9
DEN,2018-12-20,30
DEN,2018-12-20,35.1
DEN,2018-12-20,39.9
DEN,2018-12-20,43
DEN,2018-12-20,46
DEN,2018-12-20,46.9
DEN,2018-12-20,46.9
DEN,2018-12-20,44.1
DEN,2018-12-20,34
DEN,2018-12-20,30
DEN,2018-12-20,28
DEN,2018-12-20,28
DEN,2018-12-20,24.1
DEN,2018-12-20,27
DEN,2018-12-20,26.1
DEN,2018-12-20,25
DEN,2018-12-21,26.1
DEN,2018-12-21,30.9
DEN,2018-12-21,30.9
DEN,2018-12-21,42.1
DEN,2018-12-21,41
DEN,2018-12-21,42.1
DEN,2018-12-21,41
DEN,2018-12-21,45
DEN,2018-12-21,52
DEN,2018-12-21,55.9
DEN,2018-12-21,59
DEN,2018-12-21,62.1
DEN,2018-12-21,59
DEN,2018-12-21,59
DEN,2018-12-21,57
DEN,2018-12-21,57.9
DEN,2018-12-21,55.9
DEN,2018-12-21,51.1
DEN,2018-12-21,46
DEN,2018-12-21,43
DEN,2018-12-21,39.9
DEN,2018-12-21,39
DEN,2018-12-21,37
DEN,2018-12-21,39
DEN,2018-12-21,34
DEN,2018-12-22,33.1
DEN,2018-12-22,35.1
DEN,2018-12-22,32
DEN,2018-12-22,30.9
DEN,2018-12-22,27
DEN,2018-12-22,28
DEN,2018-12-22,30
DEN,2018-12-22,26.1
DEN,2018-12-22,28
DEN,2018-12-22,30.9
DEN,2018-12-22,33.1
DEN,2018-12-22,33.1
DEN,2018-12-22,32
DEN,2018-12-22,33.1
DEN,2018-12-22,34
DEN,2018-12-22,34
DEN,2018-12-22,37
DEN,2018-12-22,33.1
DEN,2018-12-22,30.9
DEN,2018-12-22,24.1
DEN,2018-12-22,21
DEN,2018-12-22,19
DEN,2018-12-22,17.1
DEN,2018-12-22,16
DEN,2018-12-22,16
DEN,2018-12-22,19.9
DEN,2018-12-22,19.9
DEN,2018-12-23,21.9
DEN,2018-12-23,15.1
DEN,2018-12-23,23
DEN,2018-12-23,21.9
DEN,2018-12-23,23
DEN,2018-12-23,16
DEN,2018-12-23,21.9
DEN,2018-12-23,19
DEN,2018-12-23,30
DEN,2018-12-23,39
DEN,2018-12-23,46
DEN,2018-12-23,48.9
DEN,2018-12-23,50
DEN,2018-12-23,52
DEN,2018-12-23,50
DEN,2018-12-23,46.9
DEN,2018-12-23,45
DEN,2018-12-23,35.1
DEN,2018-12-23,37.9
DEN,2018-12-23,37.9
DEN,2018-12-23,37
DEN,2018-12-23,32
DEN,2018-12-23,32
DEN,2018-12-23,28
DEN,2018-12-24,30
DEN,2018-12-24,25
DEN,2018-12-24,30
DEN,2018-12-24,30
DEN,2018-12-24,32
DEN,2018-12-24,30.9
DEN,2018-12-24,36
DEN,2018-12-24,34
DEN,2018-12-24,36
DEN,2018-12-24,39.9
DEN,2018-12-24,43
DEN,2018-12-24,44.1
DEN,2018-12-24,45
DEN,2018-12-24,46.9
DEN,2018-12-24,46
DEN,2018-12-24,41
DEN,2018-12-24,35.1
DEN,2018-12-24,32
DEN,2018-12-24,30
DEN,2018-12-24,30
DEN,2018-12-24,27
DEN,2018-12-24,30.9
DEN,2018-12-24,25
DEN,2018-12-24,21
DEN,2018-12-25,25
DEN,2018-12-25,28
DEN,2018-12-25,24.1
DEN,2018-12-25,26.1
DEN,2018-12-25,27
DEN,2018-12-25,26.1
DEN,2018-12-25,26.1
DEN,2018-12-25,26.1
DEN,2018-12-25,30.9
DEN,2018-12-25,32
DEN,2018-12-25,37
DEN,2018-12-25,42.1
DEN,2018-12-25,45
DEN,2018-12-25,46.9
DEN,2018-12-25,46
DEN,2018-12-25,43
DEN,2018-12-25,37.9
DEN,2018-12-25,30.9
DEN,2018-12-25,36
DEN,2018-12-25,30
DEN,2018-12-25,30.9
DEN,2018-12-25,25
DEN,2018-12-25,25
DEN,2018-12-25,21.9
DEN,2018-12-26,21
DEN,2018-12-26,21
DEN,2018-12-26,21.9
DEN,2018-12-26,23
DEN,2018-12-26,21
DEN,2018-12-26,21.9
DEN,2018-12-26,21
DEN,2018-12-26,21.9
DEN,2018-12-26,24.1
DEN,2018-12-26,23
DEN,2018-12-26,23
DEN,2018-12-26,24.1
DEN,2018-12-26,26.1
DEN,2018-12-26,26.1
DEN,2018-12-26,27
DEN,2018-12-26,28
DEN,2018-12-26,28
DEN,2018-12-26,30
DEN,2018-12-26,36
DEN,2018-12-26,36
DEN,2018-12-26,36
DEN,2018-12-26,35.1
DEN,2018-12-26,35.1
DEN,2018-12-26,34
DEN,2018-12-26,32
DEN,2018-12-26,28.9
DEN,2018-12-26,28
DEN,2018-12-26,28
DEN,2018-12-26,26.1
DEN,2018-12-26,25
DEN,2018-12-26,23
DEN,2018-12-26,23
DEN,2018-12-27,21.9
DEN,2018-12-27,19.9
DEN,2018-12-27,19.9
DEN,2018-12-27,15.1
DEN,2018-12-27,15.1
DEN,2018-12-27,15.1
DEN,2018-12-27,16
DEN,2018-12-27,16
DEN,2018-12-27,17.1
DEN,2018-12-27,19.9
DEN,2018-12-27,25
DEN,2018-12-27,28.9
DEN,2018-12-27,28.9
DEN,2018-12-27,28
DEN,2018-12-27,27
DEN,2018-12-27,27
DEN,2018-12-27,24.1
DEN,2018-12-27,23
DEN,2018-12-27,21
DEN,2018-12-27,19.9
DEN,2018-12-27,18
DEN,2018-12-27,17.1
DEN,2018-12-27,16
DEN,2018-12-27,16
DEN,2018-12-27,16
DEN,2018-12-28,14
DEN,2018-12-28,12
DEN,2018-12-28,10.9
DEN,2018-12-28,10.9
DEN,2018-12-28,14
DEN,2018-12-28,14
DEN,2018-12-28,14
DEN,2018-12-28,12.9
DEN,2018-12-28,15.1
DEN,2018-12-28,15.1
DEN,2018-12-28,16
DEN,2018-12-28,18
DEN,2018-12-28,19
DEN,2018-12-28,19.9
DEN,2018-12-28,21
DEN,2018-12-28,19
DEN,2018-12-28,21
DEN,2018-12-28,19
DEN,2018-12-28,14
DEN,2018-12-28,14
DEN,2018-12-28,12.9
DEN,2018-12-28,12
DEN,2018-12-28,12
DEN,2018-12-28,10
DEN,2018-12-28,10
DEN,2018-12-28,10
DEN,2018-12-29,10
DEN,2018-12-29,9
DEN,2018-12-29,9
DEN,2018-12-29,10
DEN,2018-12-29,9
DEN,2018-12-29,9
DEN,2018-12-29,5
DEN,2018-12-29,10.9
DEN,2018-12-29,17.1
DEN,2018-12-29,21.9
DEN,2018-12-29,28
DEN,2018-12-29,33.1
DEN,2018-12-29,37
DEN,2018-12-29,37
DEN,2018-12-29,39
DEN,2018-12-29,39
DEN,2018-12-29,30.9
DEN,2018-12-29,27
DEN,2018-12-29,28.9
DEN,2018-12-29,27
DEN,2018-12-29,25
DEN,2018-12-29,21.9
DEN,2018-12-29,25
DEN,2018-12-29,28
DEN,2018-12-30,30.9
DEN,2018-12-30,28
DEN,2018-12-30,30.9
DEN,2018-12-30,30.9
DEN,2018-12-30,32
DEN,2018-12-30,30.9
DEN,2018-12-30,27
DEN,2018-12-30,30
DEN,2018-12-30,37.9
DEN,2018-12-30,45
DEN,2018-12-30,50
DEN,2018-12-30,52
DEN,2018-12-30,51.1
DEN,2018-12-30,50
DEN,2018-12-30,48.9
DEN,2018-12-30,46
DEN,2018-12-30,41
DEN,2018-12-30,42.1
DEN,2018-12-30,37
DEN,2018-12-30,32
DEN,2018-12-30,30
DEN,2018-12-30,30
DEN,2018-12-30,30.9
DEN,2018-12-30,32
DEN,2018-12-31,30.9
DEN,2018-12-31,30
DEN,2018-12-31,27
DEN,2018-12-31,26.1
DEN,2018-12-31,26.1
DEN,2018-12-31,19.9
DEN,2018-12-31,17.6
DEN,2018-12-31,17.1
DEN,2018-12-31,15.1
DEN,2018-12-31,14
DEN,2018-12-31,12.9
DEN,2018-12-31,12
DEN,2018-12-31,12
DEN,2018-12-31,12
DEN,2018-12-31,12
DEN,2018-12-31,12.9
DEN,2018-12-31,12.9
DEN,2018-12-31,12.9
DEN,2018-12-31,12.9
DEN,2018-12-31,12
DEN,2018-12-31,12.2
DEN,2018-12-31,10.9
DEN,2018-12-31,10.9
DEN,2018-12-31,10
DEN,2018-12-31,10
DEN,2018-12-31,9
DEN,2018-12-31,9
DEN,2018-12-31,8.1
DEN,2018-12-31,7
DEN,2018-12-31,7
DEN,2018-12-31,8.1
DEN,2018-12-31,8.6
DEN,2018-12-31,8.1
DEN,2018-12-31,7
DEN,2018-12-31,7
DEN,2018-12-31,7
DEN,2018-12-31,7
DEN,2018-12-31,6.1
DEN,2018-12-31,6.1
DEN,2018-12-31,3.9
DEN,2018-12-31,3
DEN,2018-12-31,1.9
DEN,2018-12-31,1
DEN,2019-01-01,-2
DEN,2019-01-01,-0.9
DEN,2019-01-01,-0.9
DEN,2019-01-01,-2
DEN,2019-01-01,-0.9
DEN,2019-01-01,0
DEN,2019-01-01,1
DEN,2019-01-01,1
DEN,2019-01-01,1
DEN,2019-01-01,1
DEN,2019-01-01,-0.9
DEN,2019-01-01,-2.9
DEN,2019-01-01,-4
DEN,2019-01-01,6.1
DEN,2019-01-01,9
DEN,2019-01-01,9
DEN,2019-01-01,10
DEN,2019-01-01,10.9
DEN,2019-01-01,10.9
DEN,2019-01-01,9
DEN,2019-01-01,7
DEN,2019-01-01,3
DEN,2019-01-01,6.1
DEN,2019-01-01,3
DEN,2019-01-01,7
DEN,2019-01-01,5
DEN,2019-01-01,1
DEN,2019-01-01,1
DEN,2019-01-02,5
DEN,2019-01-02,5
DEN,2019-01-02,8.1
DEN,2019-01-02,3
DEN,2019-01-02,12
DEN,2019-01-02,15.1
DEN,2019-01-02,17.1
DEN,2019-01-02,18
DEN,2019-01-02,19.9
DEN,2019-01-02,25
DEN,2019-01-02,28
DEN,2019-01-02,32
DEN,2019-01-02,36
DEN,2019-01-02,37
DEN,2019-01-02,37.9
DEN,2019-01-02,37.9
DEN,2019-01-02,35.1
DEN,2019-01-02,32
DEN,2019-01-02,27
DEN,2019-01-02,23
DEN,2019-01-02,21.9
DEN,2019-01-02,19.9
DEN,2019-01-02,16
DEN,2019-01-02,18
DEN,2019-01-03,23
DEN,2019-01-03,24.1
DEN,2019-01-03,25
DEN,2019-01-03,26.1
DEN,2019-01-03,23
DEN,2019-01-03,25
DEN,2019-01-03,26.1
DEN,2019-01-03,28.9
DEN,2019-01-03,32
DEN,2019-01-03,39
DEN,2019-01-03,45
DEN,2019-01-03,48.9
DEN,2019-01-03,52
DEN,2019-01-03,53.1
DEN,2019-01-03,54
DEN,2019-01-03,52
DEN,2019-01-03,42.1
DEN,2019-01-03,41
DEN,2019-01-03,30.9
DEN,2019-01-03,30.9
DEN,2019-01-03,30
DEN,2019-01-03,32
DEN,2019-01-03,37.9
DEN,2019-01-03,36
DEN,2019-01-04,35.1
DEN,2019-01-04,37.9
DEN,2019-01-04,37
DEN,2019-01-04,35.1
DEN,2019-01-04,35.1
DEN,2019-01-04,30.9
DEN,2019-01-04,33.1
DEN,2019-01-04,34
DEN,2019-01-04,43
DEN,2019-01-04,48.9
DEN,2019-01-04,55.9
DEN,2019-01-04,57.9
DEN,2019-01-04,62.1
DEN,2019-01-04,62.1
DEN,2019-01-04,62.1
DEN,2019-01-04,57.9
DEN,2019-01-04,48.9
DEN,2019-01-04,42.1
DEN,2019-01-04,39.9
DEN,2019-01-04,37.9
DEN,2019-01-04,37
DEN,2019-01-04,41
DEN,2019-01-04,41
DEN,2019-01-04,39.9
DEN,2019-01-05,39
DEN,2019-01-05,37.9
DEN,2019-01-05,39
DEN,2019-01-05,41
DEN,2019-01-05,36
DEN,2019-01-05,34
DEN,2019-01-05,36
DEN,2019-01-05,39.9
DEN,2019-01-05,41
DEN,2019-01-05,48
DEN,2019-01-05,52
DEN,2019-01-05,55
DEN,2019-01-05,59
DEN,2019-01-05,59
DEN,2019-01-05,57.9
DEN,2019-01-05,54
DEN,2019-01-05,46
DEN,2019-01-05,43
DEN,2019-01-05,41
DEN,2019-01-05,42.1
DEN,2019-01-05,45
DEN,2019-01-05,42.1
DEN,2019-01-05,37.9
DEN,2019-01-05,37.9
DEN,2019-01-06,39
DEN,2019-01-06,37.9
DEN,2019-01-06,34
DEN,2019-01-06,33.1
DEN,2019-01-06,32
DEN,2019-01-06,32
DEN,2019-01-06,30.9
DEN,2019-01-06,30
DEN,2019-01-06,36
DEN,2019-01-06,45
DEN,2019-01-06,52
DEN,2019-01-06,54
DEN,2019-01-06,55.9
DEN,2019-01-06,55.9
DEN,2019-01-06,55.9
DEN,2019-01-06,54
DEN,2019-01-06,48.9
DEN,2019-01-06,44.1
DEN,2019-01-06,46
DEN,2019-01-06,46
DEN,2019-01-06,45
DEN,2019-01-06,42.1
DEN,2019-01-06,39
DEN,2019-01-06,39
DEN,2019-01-07,39
DEN,2019-01-07,37.9
DEN,2019-01-07,35.1
DEN,2019-01-07,30
DEN,2019-01-07,23
DEN,2019-01-07,19.9
DEN,2019-01-07,21.9
DEN,2019-01-07,28
DEN,2019-01-07,36
DEN,2019-01-07,46
DEN,2019-01-07,48.9
DEN,2019-01-07,52
DEN,2019-01-07,50
DEN,2019-01-07,51.1
DEN,2019-01-07,50
DEN,2019-01-07,48
DEN,2019-01-07,45
DEN,2019-01-07,43
DEN,2019-01-07,39.9
DEN,2019-01-07,43
DEN,2019-01-07,36
DEN,2019-01-07,30
DEN,2019-01-07,28.9
DEN,2019-01-07,25
DEN,2019-01-08,26.1
DEN,2019-01-08,25
DEN,2019-01-08,26.1
DEN,2019-01-08,25
DEN,2019-01-08,27
DEN,2019-01-08,27
DEN,2019-01-08,25
DEN,2019-01-08,26.1
DEN,2019-01-08,32
DEN,2019-01-08,37.9
DEN,2019-01-08,43
DEN,2019-01-08,46.9
DEN,2019-01-08,48
DEN,2019-01-08,50
DEN,2019-01-08,50
DEN,2019-01-08,46.9
DEN,2019-01-08,37.9
DEN,2019-01-08,34
DEN,2019-01-08,32
DEN,2019-01-08,28
DEN,2019-01-08,28.9
DEN,2019-01-08,28.9
DEN,2019-01-08,25
DEN,2019-01-08,27
DEN,2019-01-09,24.1
DEN,2019-01-09,24.1
DEN,2019-01-09,24.1
DEN,2019-01-09,26.1
DEN,2019-01-09,26.1
DEN,2019-01-09,26.1
DEN,2019-01-09,27
DEN,2019-01-09,27
DEN,2019-01-09,33.1
DEN,2019-01-09,37.9
DEN,2019-01-09,41
DEN,2019-01-09,45
DEN,2019-01-09,46
DEN,2019-01-09,48
DEN,2019-01-09,48.9
DEN,2019-01-09,46
DEN,2019-01-09,39.9
DEN,2019-01-09,37
DEN,2019-01-09,36
DEN,2019-01-09,30
DEN,2019-01-09,35.1
DEN,2019-01-09,28
DEN,2019-01-09,35.1
DEN,2019-01-09,33.1
DEN,2019-01-10,30.9
DEN,2019-01-10,32
DEN,2019-01-10,30.9
DEN,2019-01-10,34
DEN,2019-01-10,39
DEN,2019-01-10,39
DEN,2019-01-10,30
DEN,2019-01-10,30
DEN,2019-01-10,42.1
DEN,2019-01-10,52
DEN,2019-01-10,55
DEN,2019-01-10,59
DEN,2019-01-10,59
DEN,2019-01-10,60.1
DEN,2019-01-10,57
DEN,2019-01-10,53.1
DEN,2019-01-10,48.9
DEN,2019-01-10,44.1
DEN,2019-01-10,41
DEN,2019-01-10,39.9
DEN,2019-01-10,37.9
DEN,2019-01-10,41
DEN,2019-01-10,44.1
DEN,2019-01-10,44.1
DEN,2019-01-11,41
DEN,2019-01-11,37.9
DEN,2019-01-11,37.9
DEN,2019-01-11,37.9
DEN,2019-01-11,37
DEN,2019-01-11,37
DEN,2019-01-11,35.1
DEN,2019-01-11,35.1
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,32
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,34
DEN,2019-01-11,34
DEN,2019-01-11,33.8
DEN,2019-01-11,34
DEN,2019-01-11,34
DEN,2019-01-11,34
DEN,2019-01-11,34
DEN,2019-01-11,34
DEN,2019-01-11,34
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,33.1
DEN,2019-01-11,32
DEN,2019-01-11,32
DEN,2019-01-11,32
DEN,2019-01-11,32
DEN,2019-01-11,32
DEN,2019-01-12,32
DEN,2019-01-12,32
DEN,2019-01-12,32
DEN,2019-01-12,32
DEN,2019-01-12,32
DEN,2019-01-12,32
