station,date,tmpf
DEN,2017-01-01,21.9
DEN,2017-01-01,21.9
DEN,2017-01-01,19
DEN,2017-01-01,17.1
DEN,2017-01-01,18
DEN,2017-01-01,18
DEN,2017-01-01,21.9
DEN,2017-01-01,24.1
DEN,2017-01-01,32
DEN,2017-01-01,39
DEN,2017-01-01,44.1
DEN,2017-01-01,46
DEN,2017-01-01,46
DEN,2017-01-01,45
DEN,2017-01-01,42.1
DEN,2017-01-01,37
DEN,2017-01-01,36
DEN,2017-01-01,32
DEN,2017-01-01,30.9
DEN,2017-01-01,30.9
DEN,2017-01-01,30.9
DEN,2017-01-01,28.9
DEN,2017-01-01,30
DEN,2017-01-01,28.9
DEN,2017-01-02,27
DEN,2017-01-02,24.1
DEN,2017-01-02,21.9
DEN,2017-01-02,21.9
DEN,2017-01-02,21.9
DEN,2017-01-02,23
DEN,2017-01-02,32
DEN,2017-01-02,30.9
DEN,2017-01-02,39
DEN,2017-01-02,44.1
DEN,2017-01-02,48
DEN,2017-01-02,50
DEN,2017-01-02,41
DEN,2017-01-02,30
DEN,2017-01-02,33.1
DEN,2017-01-02,30
DEN,2017-01-02,28
DEN,2017-01-02,25
DEN,2017-01-02,21.9
DEN,2017-01-02,23
DEN,2017-01-02,23
DEN,2017-01-02,24.1
DEN,2017-01-02,19
DEN,2017-01-02,19.9
DEN,2017-01-02,19.4
DEN,2017-01-02,19.9
DEN,2017-01-02,17.1
DEN,2017-01-02,16
DEN,2017-01-02,15.1
DEN,2017-01-03,14
DEN,2017-01-03,12.9
DEN,2017-01-03,12.9
DEN,2017-01-03,12
DEN,2017-01-03,12
DEN,2017-01-03,12
DEN,2017-01-03,12
DEN,2017-01-03,12
DEN,2017-01-03,12
DEN,2017-01-03,12
DEN,2017-01-03,12.2
DEN,2017-01-03,12.9
DEN,2017-01-03,16
DEN,2017-01-03,19.9
DEN,2017-01-03,19.9
DEN,2017-01-03,21.2
DEN,2017-01-03,21
DEN,2017-01-03,25
DEN,2017-01-03,28.9
DEN,2017-01-03,32
DEN,2017-01-03,28.9
DEN,2017-01-03,28.9
DEN,2017-01-03,26.1
DEN,2017-01-03,21
DEN,2017-01-03,17.1
DEN,2017-01-03,15.1
DEN,2017-01-03,12.9
DEN,2017-01-03,10.9
DEN,2017-01-03,10.9
DEN,2017-01-03,10.4
DEN,2017-01-03,10.4
DEN,2017-01-03,10
DEN,2017-01-03,10.4
DEN,2017-01-03,10
DEN,2017-01-03,10.9
DEN,2017-01-04,10.4
DEN,2017-01-04,10
DEN,2017-01-04,10
DEN,2017-01-04,10.9
DEN,2017-01-04,10.9
DEN,2017-01-04,10.9
DEN,2017-01-04,10
DEN,2017-01-04,10
DEN,2017-01-04,9
DEN,2017-01-04,9
DEN,2017-01-04,9
DEN,2017-01-04,9
DEN,2017-01-04,9
DEN,2017-01-04,10.4
DEN,2017-01-04,10
DEN,2017-01-04,10.9
DEN,2017-01-04,12
DEN,2017-01-04,10.9
DEN,2017-01-04,10.9
DEN,2017-01-04,10
DEN,2017-01-04,10
DEN,2017-01-04,10
DEN,2017-01-04,8.6
DEN,2017-01-04,9
DEN,2017-01-04,7
DEN,2017-01-04,6.8
DEN,2017-01-04,7
DEN,2017-01-04,6.1
DEN,2017-01-04,6.1
DEN,2017-01-04,6.1
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,5
DEN,2017-01-04,3.9
DEN,2017-01-04,3.9
DEN,2017-01-04,3.9
DEN,2017-01-04,3.9
DEN,2017-01-04,3.9
DEN,2017-01-04,3.9
DEN,2017-01-04,3.9
DEN,2017-01-04,3.9
DEN,2017-01-04,3.9
DEN,2017-01-05,3
DEN,2017-01-05,3
DEN,2017-01-05,3.2
DEN,2017-01-05,3
DEN,2017-01-05,3.2
DEN,2017-01-05,3
DEN,2017-01-05,1.9
DEN,2017-01-05,1.9
DEN,2017-01-05,1.4
DEN,2017-01-05,1.9
DEN,2017-01-05,1.9
DEN,2017-01-05,1.4
DEN,2017-01-05,1.9
DEN,2017-01-05,1.9
DEN,2017-01-05,1.4
DEN,2017-01-05,1.9
DEN,2017-01-05,1.4
DEN,2017-01-05,1.9
DEN,2017-01-05,1.9
DEN,2017-01-05,1.9
DEN,2017-01-05,3
DEN,2017-01-05,1.9
DEN,2017-01-05,3.9
DEN,2017-01-05,5
DEN,2017-01-05,3.9
DEN,2017-01-05,3.9
DEN,2017-01-05,5
DEN,2017-01-05,3.9
DEN,2017-01-05,3.9
DEN,2017-01-05,3
DEN,2017-01-05,1.9
DEN,2017-01-05,1
DEN,2017-01-05,1.9
DEN,2017-01-05,0
DEN,2017-01-05,1
DEN,2017-01-05,0
DEN,2017-01-05,0
DEN,2017-01-06,1.9
DEN,2017-01-06,1
DEN,2017-01-06,1.9
DEN,2017-01-06,-2
DEN,2017-01-06,0
DEN,2017-01-06,-2.9
DEN,2017-01-06,-4
DEN,2017-01-06,-4
DEN,2017-01-06,-4
DEN,2017-01-06,1.9
DEN,2017-01-06,8.1
DEN,2017-01-06,12.9
DEN,2017-01-06,18
DEN,2017-01-06,18
DEN,2017-01-06,19.9
DEN,2017-01-06,18
DEN,2017-01-06,16
DEN,2017-01-06,9
DEN,2017-01-06,12
DEN,2017-01-06,6.1
DEN,2017-01-06,8.1
DEN,2017-01-06,8.1
DEN,2017-01-06,7
DEN,2017-01-06,1.9
DEN,2017-01-06,12.9
DEN,2017-01-07,3.9
DEN,2017-01-07,16
DEN,2017-01-07,5
DEN,2017-01-07,7
DEN,2017-01-07,1.9
DEN,2017-01-07,8.1
DEN,2017-01-07,5
DEN,2017-01-07,12.9
DEN,2017-01-07,10.9
DEN,2017-01-07,17.1
DEN,2017-01-07,19.9
DEN,2017-01-07,21.9
DEN,2017-01-07,23
DEN,2017-01-07,23
DEN,2017-01-07,24.1
DEN,2017-01-07,21
DEN,2017-01-07,17.1
DEN,2017-01-07,14
DEN,2017-01-07,14
DEN,2017-01-07,12
DEN,2017-01-07,12
DEN,2017-01-07,15.1
DEN,2017-01-07,14
DEN,2017-01-07,15.1
DEN,2017-01-08,18
DEN,2017-01-08,14
DEN,2017-01-08,14
DEN,2017-01-08,23
DEN,2017-01-08,28
DEN,2017-01-08,33.1
DEN,2017-01-08,33.1
DEN,2017-01-08,33.1
DEN,2017-01-08,33.1
DEN,2017-01-08,27
DEN,2017-01-08,36
DEN,2017-01-08,39.9
DEN,2017-01-08,44.1
DEN,2017-01-08,45
DEN,2017-01-08,46
DEN,2017-01-08,42.1
DEN,2017-01-08,44.1
DEN,2017-01-08,43
DEN,2017-01-08,44.1
DEN,2017-01-08,42.1
DEN,2017-01-08,39.9
DEN,2017-01-08,39
DEN,2017-01-08,41
DEN,2017-01-08,37
DEN,2017-01-08,37.9
DEN,2017-01-08,37
DEN,2017-01-09,34
DEN,2017-01-09,32
DEN,2017-01-09,41
DEN,2017-01-09,48.9
DEN,2017-01-09,51.1
DEN,2017-01-09,53.1
DEN,2017-01-09,52
DEN,2017-01-09,52
DEN,2017-01-09,52
DEN,2017-01-09,53.1
DEN,2017-01-09,55
DEN,2017-01-09,57.9
DEN,2017-01-09,61
DEN,2017-01-09,61
DEN,2017-01-09,60.1
DEN,2017-01-09,55.9
DEN,2017-01-09,51.1
DEN,2017-01-09,48.9
DEN,2017-01-09,46
DEN,2017-01-09,46
DEN,2017-01-09,43
DEN,2017-01-09,43
DEN,2017-01-09,34
DEN,2017-01-09,37.9
DEN,2017-01-10,44.1
DEN,2017-01-10,41
DEN,2017-01-10,39.9
DEN,2017-01-10,37
DEN,2017-01-10,35.1
DEN,2017-01-10,33.1
DEN,2017-01-10,33.1
DEN,2017-01-10,33.1
DEN,2017-01-10,36
DEN,2017-01-10,39.9
DEN,2017-01-10,44.1
DEN,2017-01-10,46.9
DEN,2017-01-10,50
DEN,2017-01-10,50
DEN,2017-01-10,50
DEN,2017-01-10,52
DEN,2017-01-10,51.1
DEN,2017-01-10,50
DEN,2017-01-10,46.9
DEN,2017-01-10,42.1
DEN,2017-01-10,35.1
DEN,2017-01-10,41
DEN,2017-01-10,42.1
DEN,2017-01-10,39.9
DEN,2017-01-10,41
DEN,2017-01-10,46
DEN,2017-01-11,44.1
DEN,2017-01-11,45
DEN,2017-01-11,42.1
DEN,2017-01-11,44.1
DEN,2017-01-11,43
DEN,2017-01-11,37.9
DEN,2017-01-11,39
DEN,2017-01-11,39.9
DEN,2017-01-11,43
DEN,2017-01-11,48
DEN,2017-01-11,52
DEN,2017-01-11,50
DEN,2017-01-11,36
DEN,2017-01-11,33.1
DEN,2017-01-11,28.9
DEN,2017-01-11,27
DEN,2017-01-11,23
DEN,2017-01-11,21.9
DEN,2017-01-11,21.9
DEN,2017-01-11,26.1
DEN,2017-01-11,28.9
DEN,2017-01-11,30.9
DEN,2017-01-11,30.9
DEN,2017-01-11,30.9
DEN,2017-01-12,32
DEN,2017-01-12,30.9
DEN,2017-01-12,30.9
DEN,2017-01-12,30
DEN,2017-01-12,30.9
DEN,2017-01-12,28.9
DEN,2017-01-12,32
DEN,2017-01-12,33.1
DEN,2017-01-12,32
DEN,2017-01-12,36
DEN,2017-01-12,39.9
DEN,2017-01-12,37.9
DEN,2017-01-12,34
DEN,2017-01-12,32
DEN,2017-01-12,28.9
DEN,2017-01-12,27
DEN,2017-01-12,26.1
DEN,2017-01-12,26.1
DEN,2017-01-12,24.1
DEN,2017-01-12,23
DEN,2017-01-12,21.9
DEN,2017-01-12,21
DEN,2017-01-12,19.9
DEN,2017-01-12,19.9
DEN,2017-01-12,19.9
DEN,2017-01-12,19
DEN,2017-01-12,17.6
DEN,2017-01-12,18
DEN,2017-01-12,19.9
DEN,2017-01-12,21
DEN,2017-01-13,21
DEN,2017-01-13,21
DEN,2017-01-13,21
DEN,2017-01-13,19.9
DEN,2017-01-13,19.9
DEN,2017-01-13,19.9
DEN,2017-01-13,19
DEN,2017-01-13,19.9
DEN,2017-01-13,19.9
DEN,2017-01-13,19.9
DEN,2017-01-13,19.4
DEN,2017-01-13,19.9
DEN,2017-01-13,21
DEN,2017-01-13,21
DEN,2017-01-13,21.9
DEN,2017-01-13,23
DEN,2017-01-13,24.1
DEN,2017-01-13,25
DEN,2017-01-13,28.9
DEN,2017-01-13,28.9
DEN,2017-01-13,33.1
DEN,2017-01-13,35.1
DEN,2017-01-13,37
DEN,2017-01-13,37
DEN,2017-01-13,37
DEN,2017-01-13,30.9
DEN,2017-01-13,30
DEN,2017-01-13,26.1
DEN,2017-01-13,27
DEN,2017-01-13,28
DEN,2017-01-13,26.1
DEN,2017-01-13,27
DEN,2017-01-13,26.1
DEN,2017-01-14,25
DEN,2017-01-14,25
DEN,2017-01-14,24.1
DEN,2017-01-14,23
DEN,2017-01-14,23
DEN,2017-01-14,24.1
DEN,2017-01-14,26.1
DEN,2017-01-14,27
DEN,2017-01-14,28.9
DEN,2017-01-14,34
DEN,2017-01-14,36
DEN,2017-01-14,37.9
DEN,2017-01-14,39
DEN,2017-01-14,41
DEN,2017-01-14,39.9
DEN,2017-01-14,37
DEN,2017-01-14,35.1
DEN,2017-01-14,33.1
DEN,2017-01-14,30.9
DEN,2017-01-14,30
DEN,2017-01-14,27
DEN,2017-01-14,28
DEN,2017-01-14,28.9
DEN,2017-01-14,27
DEN,2017-01-15,24.1
DEN,2017-01-15,26.1
DEN,2017-01-15,24.8
DEN,2017-01-15,24.1
DEN,2017-01-15,24.1
DEN,2017-01-15,24.1
DEN,2017-01-15,24.1
DEN,2017-01-15,25
DEN,2017-01-15,25
DEN,2017-01-15,25
DEN,2017-01-15,28
DEN,2017-01-15,28.9
DEN,2017-01-15,30
DEN,2017-01-15,30.9
DEN,2017-01-15,32
DEN,2017-01-15,33.1
DEN,2017-01-15,34
DEN,2017-01-15,34
DEN,2017-01-15,34
DEN,2017-01-15,34
DEN,2017-01-15,35.1
DEN,2017-01-15,34
DEN,2017-01-15,33.1
DEN,2017-01-15,32
DEN,2017-01-15,32
DEN,2017-01-15,32
DEN,2017-01-15,32
DEN,2017-01-15,32
DEN,2017-01-15,30.9
DEN,2017-01-15,30.9
DEN,2017-01-15,32
DEN,2017-01-16,32
DEN,2017-01-16,30.9
DEN,2017-01-16,30
DEN,2017-01-16,30
DEN,2017-01-16,30
DEN,2017-01-16,30
DEN,2017-01-16,28
DEN,2017-01-16,28
DEN,2017-01-16,28.4
DEN,2017-01-16,28
DEN,2017-01-16,28
DEN,2017-01-16,28
DEN,2017-01-16,28
DEN,2017-01-16,28
DEN,2017-01-16,28
DEN,2017-01-16,28
DEN,2017-01-16,28.4
DEN,2017-01-16,28
DEN,2017-01-16,28
DEN,2017-01-16,28.9
DEN,2017-01-16,28.9
DEN,2017-01-16,28.9
DEN,2017-01-16,28.9
DEN,2017-01-16,30
DEN,2017-01-16,30
DEN,2017-01-16,30.2
DEN,2017-01-16,30
DEN,2017-01-16,30.9
DEN,2017-01-16,33.1
DEN,2017-01-16,33.1
DEN,2017-01-16,34
DEN,2017-01-16,35.1
DEN,2017-01-16,34
DEN,2017-01-16,34
DEN,2017-01-16,33.1
DEN,2017-01-16,33.1
DEN,2017-01-16,33.1
DEN,2017-01-16,33.1
DEN,2017-01-16,32
DEN,2017-01-16,27
DEN,2017-01-17,21.9
DEN,2017-01-17,19
DEN,2017-01-17,21
DEN,2017-01-17,19.9
DEN,2017-01-17,21
DEN,2017-01-17,19
DEN,2017-01-17,23
DEN,2017-01-17,24.1
DEN,2017-01-17,28.9
DEN,2017-01-17,30.9
DEN,2017-01-17,35.1
DEN,2017-01-17,37.9
DEN,2017-01-17,42.1
DEN,2017-01-17,43
DEN,2017-01-17,46
DEN,2017-01-17,43
DEN,2017-01-17,37.9
DEN,2017-01-17,35.1
DEN,2017-01-17,30
DEN,2017-01-17,30.9
DEN,2017-01-17,30.9
DEN,2017-01-17,21.9
DEN,2017-01-17,27
DEN,2017-01-17,21.9
DEN,2017-01-18,24.1
DEN,2017-01-18,27
DEN,2017-01-18,27
DEN,2017-01-18,26.1
DEN,2017-01-18,26.1
DEN,2017-01-18,24.1
DEN,2017-01-18,25
DEN,2017-01-18,26.1
DEN,2017-01-18,30.9
DEN,2017-01-18,37
DEN,2017-01-18,42.1
DEN,2017-01-18,46
DEN,2017-01-18,48
DEN,2017-01-18,51.1
DEN,2017-01-18,52
DEN,2017-01-18,51.1
DEN,2017-01-18,46
DEN,2017-01-18,41
DEN,2017-01-18,34
DEN,2017-01-18,36
DEN,2017-01-18,33.1
DEN,2017-01-18,37
DEN,2017-01-18,34
DEN,2017-01-18,32
DEN,2017-01-19,30
DEN,2017-01-19,33.1
DEN,2017-01-19,32
DEN,2017-01-19,30
DEN,2017-01-19,28
DEN,2017-01-19,24.1
DEN,2017-01-19,30.9
DEN,2017-01-19,24.1
DEN,2017-01-19,37.9
DEN,2017-01-19,44.1
DEN,2017-01-19,48.9
DEN,2017-01-19,52
DEN,2017-01-19,53.1
DEN,2017-01-19,53.1
DEN,2017-01-19,53.1
DEN,2017-01-19,50
DEN,2017-01-19,39.9
DEN,2017-01-19,35.1
DEN,2017-01-19,35.1
DEN,2017-01-19,34
DEN,2017-01-19,35.1
DEN,2017-01-19,28.9
DEN,2017-01-19,30.9
DEN,2017-01-19,30
DEN,2017-01-20,34
DEN,2017-01-20,32
DEN,2017-01-20,36
DEN,2017-01-20,32
DEN,2017-01-20,34
DEN,2017-01-20,34
DEN,2017-01-20,33.1
DEN,2017-01-20,34
DEN,2017-01-20,36
DEN,2017-01-20,37
DEN,2017-01-20,36
DEN,2017-01-20,36
DEN,2017-01-20,35.1
DEN,2017-01-20,36
DEN,2017-01-20,39
DEN,2017-01-20,41
DEN,2017-01-20,42.1
DEN,2017-01-20,44.1
DEN,2017-01-20,43
DEN,2017-01-20,36
DEN,2017-01-20,32
DEN,2017-01-20,30
DEN,2017-01-20,28.9
DEN,2017-01-20,28.9
DEN,2017-01-20,26.1
DEN,2017-01-20,28
DEN,2017-01-20,28
DEN,2017-01-21,25
DEN,2017-01-21,26.1
DEN,2017-01-21,24.1
DEN,2017-01-21,21.9
DEN,2017-01-21,24.1
DEN,2017-01-21,21
DEN,2017-01-21,21
DEN,2017-01-21,21.9
DEN,2017-01-21,28.9
DEN,2017-01-21,30.9
DEN,2017-01-21,35.1
DEN,2017-01-21,37
DEN,2017-01-21,41
DEN,2017-01-21,39.9
DEN,2017-01-21,37.9
DEN,2017-01-21,39
DEN,2017-01-21,36
DEN,2017-01-21,35.1
DEN,2017-01-21,33.1
DEN,2017-01-21,33.1
DEN,2017-01-21,34
DEN,2017-01-21,32
DEN,2017-01-21,33.1
DEN,2017-01-21,30.9
DEN,2017-01-22,30.9
DEN,2017-01-22,28
DEN,2017-01-22,28
DEN,2017-01-22,26.1
DEN,2017-01-22,28.9
DEN,2017-01-22,28.9
DEN,2017-01-22,28.9
DEN,2017-01-22,28
DEN,2017-01-22,37
DEN,2017-01-22,39
DEN,2017-01-22,42.1
DEN,2017-01-22,44.1
DEN,2017-01-22,45
DEN,2017-01-22,45
DEN,2017-01-22,46
DEN,2017-01-22,43
DEN,2017-01-22,35.1
DEN,2017-01-22,28
DEN,2017-01-22,28
DEN,2017-01-22,33.1
DEN,2017-01-22,32
DEN,2017-01-22,30
DEN,2017-01-22,33.1
DEN,2017-01-22,34
DEN,2017-01-23,34
DEN,2017-01-23,30
DEN,2017-01-23,30
DEN,2017-01-23,26.1
DEN,2017-01-23,26.1
DEN,2017-01-23,25
DEN,2017-01-23,26.1
DEN,2017-01-23,30.9
DEN,2017-01-23,36
DEN,2017-01-23,46
DEN,2017-01-23,50
DEN,2017-01-23,53.1
DEN,2017-01-23,53.1
DEN,2017-01-23,53.1
DEN,2017-01-23,51.1
DEN,2017-01-23,46
DEN,2017-01-23,39.9
DEN,2017-01-23,36
DEN,2017-01-23,34
DEN,2017-01-23,30.9
DEN,2017-01-23,34
DEN,2017-01-23,32
DEN,2017-01-23,32
DEN,2017-01-23,32
DEN,2017-01-24,30
DEN,2017-01-24,30.9
DEN,2017-01-24,30.9
DEN,2017-01-24,30.9
DEN,2017-01-24,30.9
DEN,2017-01-24,30.9
DEN,2017-01-24,30.9
DEN,2017-01-24,30.9
DEN,2017-01-24,30.9
DEN,2017-01-24,30.9
DEN,2017-01-24,30
DEN,2017-01-24,30.2
DEN,2017-01-24,30.9
DEN,2017-01-24,30.9
DEN,2017-01-24,30.9
DEN,2017-01-24,30
DEN,2017-01-24,30
DEN,2017-01-24,30
DEN,2017-01-24,30
DEN,2017-01-24,30
DEN,2017-01-24,28.4
DEN,2017-01-24,28
DEN,2017-01-24,28
DEN,2017-01-24,27
DEN,2017-01-24,26.1
DEN,2017-01-24,26.1
DEN,2017-01-24,25
DEN,2017-01-24,25
DEN,2017-01-24,25
DEN,2017-01-24,25
DEN,2017-01-24,24.8
DEN,2017-01-24,25
DEN,2017-01-24,24.1
DEN,2017-01-24,24.1
DEN,2017-01-24,24.8
DEN,2017-01-24,23
DEN,2017-01-24,21.9
DEN,2017-01-24,21.9
DEN,2017-01-24,19.9
DEN,2017-01-24,19.9
DEN,2017-01-24,19
DEN,2017-01-24,18
DEN,2017-01-24,17.1
DEN,2017-01-24,18
DEN,2017-01-25,17.1
DEN,2017-01-25,14
DEN,2017-01-25,12.9
DEN,2017-01-25,12
DEN,2017-01-25,12.9
DEN,2017-01-25,10.9
DEN,2017-01-25,12.9
DEN,2017-01-25,14
DEN,2017-01-25,21
DEN,2017-01-25,25
DEN,2017-01-25,26.1
DEN,2017-01-25,28
DEN,2017-01-25,28.9
DEN,2017-01-25,28.9
DEN,2017-01-25,30
DEN,2017-01-25,28.9
DEN,2017-01-25,25
DEN,2017-01-25,21
DEN,2017-01-25,19.9
DEN,2017-01-25,18
DEN,2017-01-25,15.1
DEN,2017-01-25,15.1
DEN,2017-01-25,14
DEN,2017-01-25,10.9
DEN,2017-01-26,10.9
DEN,2017-01-26,10.9
DEN,2017-01-26,12
DEN,2017-01-26,12.9
DEN,2017-01-26,9
DEN,2017-01-26,10.9
DEN,2017-01-26,12
DEN,2017-01-26,14
DEN,2017-01-26,19.9
DEN,2017-01-26,23
DEN,2017-01-26,26.1
DEN,2017-01-26,28
DEN,2017-01-26,27
DEN,2017-01-26,30
DEN,2017-01-26,30
DEN,2017-01-26,26.1
DEN,2017-01-26,25
DEN,2017-01-26,24.1
DEN,2017-01-26,21.9
DEN,2017-01-26,19.9
DEN,2017-01-26,21
DEN,2017-01-26,18
DEN,2017-01-26,17.1
DEN,2017-01-26,15.1
DEN,2017-01-27,12.9
DEN,2017-01-27,12
DEN,2017-01-27,12.9
DEN,2017-01-27,14
DEN,2017-01-27,14
DEN,2017-01-27,12.9
DEN,2017-01-27,14
DEN,2017-01-27,16
DEN,2017-01-27,21.9
DEN,2017-01-27,28
DEN,2017-01-27,33.1
DEN,2017-01-27,37
DEN,2017-01-27,37.9
DEN,2017-01-27,39.9
DEN,2017-01-27,39
DEN,2017-01-27,39
DEN,2017-01-27,35.1
DEN,2017-01-27,32
DEN,2017-01-27,25
DEN,2017-01-27,23
DEN,2017-01-27,23
DEN,2017-01-27,26.1
DEN,2017-01-27,21.9
DEN,2017-01-27,23
DEN,2017-01-28,19
DEN,2017-01-28,19
DEN,2017-01-28,24.1
DEN,2017-01-28,23
DEN,2017-01-28,23
DEN,2017-01-28,25
DEN,2017-01-28,25
DEN,2017-01-28,26.1
DEN,2017-01-28,35.1
DEN,2017-01-28,42.1
DEN,2017-01-28,44.1
DEN,2017-01-28,45
DEN,2017-01-28,45
DEN,2017-01-28,46.9
DEN,2017-01-28,48.9
DEN,2017-01-28,48
DEN,2017-01-28,45
DEN,2017-01-28,42.1
DEN,2017-01-28,39.9
DEN,2017-01-28,39
DEN,2017-01-28,34
DEN,2017-01-28,34
DEN,2017-01-28,34
DEN,2017-01-28,34
DEN,2017-01-29,28
DEN,2017-01-29,28
DEN,2017-01-29,30
DEN,2017-01-29,30.9
DEN,2017-01-29,30
DEN,2017-01-29,28.9
DEN,2017-01-29,30.9
DEN,2017-01-29,34
DEN,2017-01-29,43
DEN,2017-01-29,50
DEN,2017-01-29,55.9
DEN,2017-01-29,57.9
DEN,2017-01-29,59
DEN,2017-01-29,60.1
DEN,2017-01-29,60.1
DEN,2017-01-29,57.9
DEN,2017-01-29,51.1
DEN,2017-01-29,46.9
DEN,2017-01-29,44.1
DEN,2017-01-29,41
DEN,2017-01-29,39.9
DEN,2017-01-29,37.9
DEN,2017-01-29,36
DEN,2017-01-29,35.1
DEN,2017-01-30,34
DEN,2017-01-30,37
DEN,2017-01-30,37
DEN,2017-01-30,36
DEN,2017-01-30,37.9
DEN,2017-01-30,36
DEN,2017-01-30,37
DEN,2017-01-30,39.9
DEN,2017-01-30,51.1
DEN,2017-01-30,55
DEN,2017-01-30,57.9
DEN,2017-01-30,60.1
DEN,2017-01-30,61
DEN,2017-01-30,61
DEN,2017-01-30,61
DEN,2017-01-30,59
DEN,2017-01-30,54
DEN,2017-01-30,53.1
DEN,2017-01-30,53.1
DEN,2017-01-30,51.1
DEN,2017-01-30,51.1
DEN,2017-01-30,51.1
DEN,2017-01-30,53.1
DEN,2017-01-30,54
DEN,2017-01-30,48
DEN,2017-01-31,51.1
DEN,2017-01-31,41
DEN,2017-01-31,39.9
DEN,2017-01-31,39
DEN,2017-01-31,43
DEN,2017-01-31,46.9
DEN,2017-01-31,39
DEN,2017-01-31,39
DEN,2017-01-31,50
DEN,2017-01-31,54
DEN,2017-01-31,57
DEN,2017-01-31,59
DEN,2017-01-31,61
DEN,2017-01-31,60.1
DEN,2017-01-31,60.1
DEN,2017-01-31,55.9
DEN,2017-01-31,48
DEN,2017-01-31,46.9
DEN,2017-01-31,48
DEN,2017-01-31,44.1
DEN,2017-01-31,44.1
DEN,2017-01-31,37.9
DEN,2017-01-31,36
DEN,2017-01-31,30.9
DEN,2017-02-01,26.1
DEN,2017-02-01,26.6
DEN,2017-02-01,27
DEN,2017-02-01,26.1
DEN,2017-02-01,24.8
DEN,2017-02-01,25
DEN,2017-02-01,25
DEN,2017-02-01,25
DEN,2017-02-01,26.1
DEN,2017-02-01,26.1
DEN,2017-02-01,26.1
DEN,2017-02-01,26.1
DEN,2017-02-01,26.1
DEN,2017-02-01,27
DEN,2017-02-01,26.1
DEN,2017-02-01,28
DEN,2017-02-01,28
DEN,2017-02-01,28.9
DEN,2017-02-01,28.9
DEN,2017-02-01,28
DEN,2017-02-01,27
DEN,2017-02-01,27
DEN,2017-02-01,26.6
DEN,2017-02-01,24.1
DEN,2017-02-01,24.1
DEN,2017-02-01,24.8
DEN,2017-02-01,24.1
DEN,2017-02-01,23
DEN,2017-02-01,21.9
DEN,2017-02-01,21.9
DEN,2017-02-01,21.2
DEN,2017-02-01,21.2
DEN,2017-02-01,21.9
DEN,2017-02-01,21.2
DEN,2017-02-01,21.9
DEN,2017-02-01,21.2
DEN,2017-02-01,21
DEN,2017-02-01,21
DEN,2017-02-01,21
DEN,2017-02-01,21
DEN,2017-02-01,19.9
DEN,2017-02-01,19.9
DEN,2017-02-01,19.9
DEN,2017-02-02,19.9
DEN,2017-02-02,19.9
DEN,2017-02-02,19.9
DEN,2017-02-02,19.9
DEN,2017-02-02,19.9
DEN,2017-02-02,19.9
DEN,2017-02-02,21.2
DEN,2017-02-02,21.9
DEN,2017-02-02,21.9
DEN,2017-02-02,21.9
DEN,2017-02-02,21.9
DEN,2017-02-02,23
DEN,2017-02-02,21.9
DEN,2017-02-02,21.9
DEN,2017-02-02,21.9
DEN,2017-02-02,23
DEN,2017-02-02,23
DEN,2017-02-02,23
DEN,2017-02-02,24.1
DEN,2017-02-02,25
DEN,2017-02-02,26.1
DEN,2017-02-02,26.1
DEN,2017-02-02,24.1
DEN,2017-02-02,24.1
DEN,2017-02-02,23
DEN,2017-02-02,21.9
DEN,2017-02-02,21.9
DEN,2017-02-02,19
DEN,2017-02-02,18
DEN,2017-02-02,19
DEN,2017-02-02,19
DEN,2017-02-02,19.9
DEN,2017-02-02,21
DEN,2017-02-02,19.4
DEN,2017-02-02,19.9
DEN,2017-02-02,19.9
DEN,2017-02-02,19
DEN,2017-02-02,18
DEN,2017-02-02,18
DEN,2017-02-02,18
DEN,2017-02-02,19.4
DEN,2017-02-02,19.9
DEN,2017-02-02,21
DEN,2017-02-02,21
DEN,2017-02-02,21.9
DEN,2017-02-03,21.9
DEN,2017-02-03,21.9
DEN,2017-02-03,17.1
DEN,2017-02-03,17.1
DEN,2017-02-03,17.1
DEN,2017-02-03,17.1
DEN,2017-02-03,16
DEN,2017-02-03,16
DEN,2017-02-03,16
DEN,2017-02-03,17.1
DEN,2017-02-03,16
DEN,2017-02-03,17.6
DEN,2017-02-03,17.1
DEN,2017-02-03,17.6
DEN,2017-02-03,17.1
DEN,2017-02-03,17.1
DEN,2017-02-03,17.6
DEN,2017-02-03,18
DEN,2017-02-03,19
DEN,2017-02-03,19.9
DEN,2017-02-03,21
DEN,2017-02-03,21
DEN,2017-02-03,21.2
DEN,2017-02-03,21.9
DEN,2017-02-03,24.1
DEN,2017-02-03,28
DEN,2017-02-03,33.1
DEN,2017-02-03,33.1
DEN,2017-02-03,35.1
DEN,2017-02-03,32
DEN,2017-02-03,30.9
DEN,2017-02-03,28.9
DEN,2017-02-03,28
DEN,2017-02-03,25
DEN,2017-02-03,24.1
DEN,2017-02-03,24.1
DEN,2017-02-03,23
DEN,2017-02-03,23
DEN,2017-02-03,23
DEN,2017-02-03,21.2
DEN,2017-02-03,21.9
